tid,boss,start_codon_x,start_codon_y,ORF_range_x,ORF_type_x,start_rprofile_x,ORF_range_y,ORF_type_y,start_rprofile_y,tab,odds_ratio,statistical test,result
ENST00000238497.10,dORF,ATG,ATG,"[1817, 1910]",dORF,"[174.0, 64.0, 64.0]","[217, 1552]",mORF,"[74.0, 35.0, 35.0]","[array([[  326,   153,   152],
       [40974, 40742, 40911]]), array([[  326,   305],
       [40974, 81653]])]",2.129995347826626,ChiSquare,"ChiSquareResult(statistic=88.26908185344537, adjusted_pvalue=3.301620084901479e-19, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 9.68767203, -4.77694636, -4.92953776],
       [-9.68767203,  4.77694636,  4.92953776]]), adjusted_posthoc_pvalues=[2.1423044046669193e-21, 2.1423044046669193e-21])"
ENST00000238831.9,dORF,ATG,ATG,"[6773, 6893]",dORF,"[51.0, 6.0, 6.0]","[252, 987]",mORF,"[0.0, 0.0, 0.0]","[array([[   71,    26,    20],
       [14430, 14339, 14384]]), array([[   71,    46],
       [14430, 28723]])]",3.0722156757852894,ChiSquare,"ChiSquareResult(statistic=36.88564779710619, adjusted_pvalue=1.6049109005478915e-08, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 6.23463437, -2.52455241, -3.72223764],
       [-6.23463437,  2.52455241,  3.72223764]]), adjusted_posthoc_pvalues=[7.30764283364053e-10, 7.30764283364053e-10])"
ENST00000249344.7,dORF,ATG,ATG,"[4292, 4328]",dORF,"[65.0, 1.0, 1.0]","[41, 2546]",mORF,"[40.0, 40.0, 40.0]","[array([[   90,    26,    29],
       [17045, 16994, 16921]]), array([[   90,    55],
       [17045, 33915]])]",3.2558449234271842,ChiSquare,"ChiSquareResult(statistic=49.46820728664868, adjusted_pvalue=3.577578620940233e-11, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 7.29000559, -3.9333274 , -3.37240341],
       [-7.29000559,  3.9333274 ,  3.37240341]]), adjusted_posthoc_pvalues=[6.27969791706861e-13, 6.27969791706861e-13])"
ENST00000249364.9,dORF,ATG,ATG,"[5221, 5266]",dORF,"[50.0, 3.0, 3.0]","[85, 1033]",mORF,"[1110.0, 1169.0, 1159.0]","[array([[    68,     19,     18],
       [425976, 425436, 424043]]), array([[    68,     37],
       [425976, 849480]])]",3.6650063872227863,ChiSquare,"ChiSquareResult(statistic=42.97335339996555, adjusted_pvalue=8.22691224100411e-10, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 6.81389261, -3.31650105, -3.50262089],
       [-6.81389261,  3.31650105,  3.50262089]]), adjusted_posthoc_pvalues=[1.702560207107776e-11, 1.702560207107776e-11])"
ENST00000258457.7,dORF,ATG,ATG,"[2016, 2025]",dORF,"[48.0, 3.0, 3.0]","[48, 747]",mORF,"[56.0, 60.0, 60.0]","[array([[   54,     9,     9],
       [16084, 16018, 16021]]), array([[   54,    18],
       [16084, 32039]])]",5.975707091046211,ChiSquare,"ChiSquareResult(statistic=51.946237188405085, adjusted_pvalue=1.1016683151465818e-11, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 7.46988137, -3.74081932, -3.74176559],
       [-7.46988137,  3.74081932,  3.74176559]]), adjusted_posthoc_pvalues=[1.7158023930420499e-13, 1.7158023930420499e-13])"
ENST00000258711.7,dORF,ATG,ATG,"[2111, 2165]",dORF,"[204.293, 35.8633, 29.6756]","[135, 1380]",mORF,"[6.0, 6.0, 6.0]","[array([[  251,    79,    62],
       [35663, 35573, 35621]]), array([[  251,   142],
       [35663, 71194]])]",3.528623689600891,ChiSquare,"ChiSquareResult(statistic=154.72571416658903, adjusted_pvalue=5.3419682236805905e-33, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 12.83733468,  -5.51131697,  -7.34790268],
       [-12.83733468,   5.51131697,   7.34790268]]), adjusted_posthoc_pvalues=[2.360345847268995e-36, 2.360345847268995e-36])"
ENST00000258962.5,dORF,ATG,ATG,"[5324, 5330]",dORF,"[76.0, 22.0, 22.0]","[109, 856]",mORF,"[81.5299, 83.725, 83.8818]","[array([[   98,    44,    44],
       [44286, 44283, 44175]]), array([[   98,    88],
       [44286, 88459]])]",2.22441663217345,ChiSquare,"ChiSquareResult(statistic=29.240761333090553, adjusted_pvalue=6.352745045695015e-07, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 5.58501668, -2.80516394, -2.78334359],
       [-5.58501668,  2.80516394,  2.78334359]]), adjusted_posthoc_pvalues=[3.319934346827577e-08, 3.319934346827577e-08])"
ENST00000261016.11,dORF,ATG,ATG,"[1841, 1856]",dORF,"[34.0, 7.0, 7.0]","[0, 315]",mORF,"[42.0, 45.0, 45.0]","[array([[   48,    25,    22],
       [12258, 12138, 12241]]), array([[   48,    47],
       [12258, 24379]])]",2.031096642940418,ChiSquare,"ChiSquareResult(statistic=11.895911986098687, adjusted_pvalue=0.002883427255832821, adjusted_bootstrap_pvalue=0.025278301886792455, adjusted_residuals=array([[ 3.52006431, -1.40952784, -2.11649616],
       [-3.52006431,  1.40952784,  2.11649616]]), adjusted_posthoc_pvalues=[0.00048799041415519765, 0.00048799041415519765])"
ENST00000261016.11,dORF,ATG,ATG,"[4189, 4237]",dORF,"[49.0, 0.0, 0.0]","[0, 315]",mORF,"[42.0, 45.0, 45.0]","[array([[   49,     0,     0],
       [12258, 12138, 12241]]), array([[   49,     1],
       [12258, 24379]])]",97.4446480163719,ChiSquare,"ChiSquareResult(statistic=107.16812164137531, adjusted_pvalue=3.780768176475343e-23, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 9.85871046, -4.92553918, -4.95680343],
       [-9.85871046,  4.92553918,  4.95680343]]), adjusted_posthoc_pvalues=[4.1841064918784947e-22, 4.1841064918784947e-22])"
ENST00000261332.11,dORF,ATG,ATG,"[899, 905]",dORF,"[55.0, 0.0, 0.0]","[144, 1251]",mORF,"[72.0, 72.0, 72.0]","[array([[   55,     0,     0],
       [34072, 34037, 34049]]), array([[   55,     1],
       [34072, 68086]])]",109.903235674931,ChiSquare,"ChiSquareResult(statistic=120.72578802214986, adjusted_pvalue=7.885180426829744e-26, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 10.47799231,  -5.2415303 ,  -5.24291562],
       [-10.47799231,   5.2415303 ,   5.24291562]]), adjusted_posthoc_pvalues=[1.2702436806977159e-24, 1.2702436806977159e-24])"
ENST00000262238.10,dORF,ATG,ATG,"[2731, 2782]",dORF,"[51.0, 0.0, 0.0]","[101, 1346]",mORF,"[151.0, 151.0, 162.0]","[array([[   51,     0,     0],
       [53188, 53006, 53045]]), array([[    51,      1],
       [ 53188, 106051]])]",101.68651298271575,ChiSquare,"ChiSquareResult(statistic=111.81793375015653, adjusted_pvalue=5.3048399099793505e-24, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 10.08084791,  -5.04409426,  -5.0468756 ],
       [-10.08084791,   5.04409426,   5.0468756 ]]), adjusted_posthoc_pvalues=[6.518579983853578e-23, 6.518579983853578e-23])"
ENST00000263095.10,dORF,ATG,ATG,"[10912, 10927]",dORF,"[11.0, 0.0, 0.0]","[414, 2298]",mORF,"[6.0, 6.0, 6.0]","[array([[  11,    0,    0],
       [5937, 5880, 5892]]), array([[   11,     1],
       [ 5937, 11772]])]",21.807803644863604,ChiSquare,"ChiSquareResult(statistic=24.02958182331212, adjusted_pvalue=7.543222537983764e-06, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 4.66735494, -2.33799724, -2.34156864],
       [-4.66735494,  2.33799724,  2.34156864]]), adjusted_posthoc_pvalues=[3.702539987144327e-06, 3.702539987144327e-06])"
ENST00000264233.6,oORF,ATG,ATG,"[880, 904]",oORF,"[49.0, 0.0, 0.0]","[111, 7884]",mORF,"[2.0, 2.0, 2.0]","[array([[   49,     0,     0],
       [40048, 39838, 39918]]), array([[   49,     1],
       [40048, 79756]])]",97.581635872782,ChiSquare,"ChiSquareResult(statistic=107.34638696762264, adjusted_pvalue=3.566433960022489e-23, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 9.87444232, -4.940261  , -4.94769287],
       [-9.87444232,  4.940261  ,  4.94769287]]), adjusted_posthoc_pvalues=[3.6821536409345245e-22, 3.6821536409345245e-22])"
ENST00000264233.6,oORF,ATG,ATG,"[1018, 1033]",oORF,"[23.0, 0.0, 0.0]","[111, 7884]",mORF,"[2.0, 2.0, 2.0]","[array([[   23,     0,     0],
       [40048, 39838, 39918]]), array([[   23,     1],
       [40048, 79756]])]",45.80366221757094,ChiSquare,"ChiSquareResult(statistic=50.39701224453466, adjusted_pvalue=2.3072035940692788e-11, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 6.76662632, -3.38484847, -3.38994101],
       [-6.76662632,  3.38484847,  3.38994101]]), adjusted_posthoc_pvalues=[2.292093126200829e-11, 2.292093126200829e-11])"
ENST00000265073.9,dORF,ATG,ATG,"[1842, 1860]",dORF,"[38.0, 0.0, 0.0]","[70, 454]",mORF,"[4816.7, 4444.85, 4413.05]","[array([[    38,      0,      0],
       [106727, 105421, 103971]]), array([[    38,      1],
       [106727, 209392]])]",74.55305905557944,ChiSquare,"ChiSquareResult(statistic=82.51522547429343, adjusted_pvalue=4.93773202968621e-18, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 8.63343234, -4.36025711, -4.31534624],
       [-8.63343234,  4.36025711,  4.31534624]]), adjusted_posthoc_pvalues=[2.1675508786930406e-17, 2.1675508786930406e-17])"
ENST00000265148.9,dORF,ATG,ATG,"[8408, 8414]",dORF,"[44.0, 0.0, 0.0]","[24, 8130]",mORF,"[1.0, 1.0, 1.0]","[array([[    44,      0,      0],
       [234742, 234234, 233854]]), array([[    44,      1],
       [234742, 468088]])]",87.73797271555924,ChiSquare,"ChiSquareResult(statistic=96.49777194534639, adjusted_pvalue=6.164270593372881e-21, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 9.36628972, -4.68970173, -4.68399748],
       [-9.36628972,  4.68970173,  4.68399748]]), adjusted_posthoc_pvalues=[3.805349766921157e-20, 3.805349766921157e-20])"
ENST00000265734.8,dORF,ATG,ATG,"[5881, 5893]",dORF,"[37.0, 0.0, 0.0]","[412, 1393]",mORF,"[0.0, 0.0, 0.0]","[array([[   37,     0,     0],
       [26546, 26473, 26524]]), array([[   37,     1],
       [26546, 52998]])]",73.86630961383767,ChiSquare,"ChiSquareResult(statistic=81.17464344984143, adjusted_pvalue=9.01937046466515e-18, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 8.59063948, -4.29563667, -4.30183851],
       [-8.59063948,  4.29563667,  4.30183851]]), adjusted_posthoc_pvalues=[2.945968935654214e-17, 2.945968935654214e-17])"
ENST00000266304.9,dORF,ATG,ATG,"[4339, 4378]",dORF,"[8.0, 7.0, 0.0]","[103, 1015]",mORF,"[0.0, 0.0, 0.0]","[array([[   8,    7,    0],
       [4233, 4224, 4205]]), array([[   8,    7],
       [4233, 8429]])]",2.27556423254552,ChiSquare,"ChiSquareResult(statistic=12.163990075623357, adjusted_pvalue=0.002533726550846722, adjusted_bootstrap_pvalue=0.02429383886255924, adjusted_residuals=array([[ 1.63272231,  1.09229109, -2.73018921],
       [-1.63272231, -1.09229109,  2.73018921]]), adjusted_posthoc_pvalues=[0.10252741216494969, 0.10252741216494969])"
ENST00000273986.10,dORF,ATG,ATG,"[1780, 1831]",dORF,"[11.0, 4.0, 0.0]","[93, 501]",mORF,"[257.0, 200.0, 200.0]","[array([[   11,     4,     0],
       [17341, 17261, 17197]]), array([[   11,     4],
       [17341, 34458]])]",5.4642885049997965,ChiSquare,"ChiSquareResult(statistic=15.464893339350878, adjusted_pvalue=0.0005056449000929885, adjusted_bootstrap_pvalue=0.0034603960396039604, adjusted_residuals=array([[ 3.27022006, -0.54684762, -2.73017279],
       [-3.27022006,  0.54684762,  2.73017279]]), adjusted_posthoc_pvalues=[0.0011866860989176212, 0.0011866860989176212])"
ENST00000275954.4,dORF,ATG,ATG,"[1529, 1553]",dORF,"[61.0, 1.0, 1.0]","[256, 802]",mORF,"[0.0, 0.0, 0.0]","[array([[   68,     8,     8],
       [17058, 16977, 17004]]), array([[   68,    16],
       [17058, 33981]])]",8.4660108388157,ChiSquare,"ChiSquareResult(statistic=80.12785153795842, adjusted_pvalue=1.497691436810846e-17, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 9.22202876, -4.61539955, -4.62384132],
       [-9.22202876,  4.61539955,  4.62384132]]), adjusted_posthoc_pvalues=[1.3318976427989105e-19, 1.3318976427989105e-19])"
ENST00000278193.7,dORF,ATG,ATG,"[720, 759]",dORF,"[43.0, 1.0, 0.0]","[17, 611]",mORF,"[32.0, 32.0, 32.0]","[array([[   43,     1,     0],
       [29123, 29096, 28898]]), array([[   43,     1],
       [29123, 57994]])]",85.62508334467694,ChiSquare,"ChiSquareResult(statistic=86.8387986322335, adjusted_pvalue=6.480080278259077e-19, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 9.03648201, -4.3770864 , -4.6727598 ],
       [-9.03648201,  4.3770864 ,  4.6727598 ]]), adjusted_posthoc_pvalues=[6.854223724525181e-19, 6.854223724525181e-19])"
ENST00000280154.12,dORF,ATG,ATG,"[2201, 2207]",dORF,"[56.0, 16.0, 16.0]","[153, 1563]",mORF,"[306.0, 346.0, 340.0]","[array([[    70,     29,     29],
       [163276, 162954, 162645]]), array([[    70,     58],
       [163276, 325599]])]",2.4067440482564,ChiSquare,"ChiSquareResult(statistic=24.354346286866747, adjusted_pvalue=6.517169203962776e-06, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 5.10604089, -2.56202264, -2.54806518],
       [-5.10604089,  2.56202264,  2.54806518]]), adjusted_posthoc_pvalues=[4.2584444096293196e-07, 4.2584444096293196e-07])"
ENST00000280258.6,dORF,ATG,ATG,"[2554, 2581]",dORF,"[55.0, 3.0, 3.0]","[123, 1275]",mORF,"[327.0, 327.0, 329.0]","[array([[    67,     13,     13],
       [157747, 157572, 157554]]), array([[    67,     26],
       [157747, 315126]])]",5.147815641021612,ChiSquare,"ChiSquareResult(statistic=57.98824527192702, adjusted_pvalue=6.410405525060781e-13, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 7.91087122, -3.95726058, -3.95659493],
       [-7.91087122,  3.95726058,  3.95659493]]), adjusted_posthoc_pvalues=[6.6913887121086e-15, 6.6913887121086e-15])"
ENST00000280258.6,dORF,ATG,ATG,"[3137, 3152]",dORF,"[44.0, 6.0, 6.0]","[123, 1275]",mORF,"[327.0, 327.0, 329.0]","[array([[    62,     21,     21],
       [157747, 157572, 157554]]), array([[    62,     42],
       [157747, 315126]])]",2.948929858612924,ChiSquare,"ChiSquareResult(statistic=29.911736207140603, adjusted_pvalue=4.5700118602660424e-07, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 5.67809155, -2.84042943, -2.83968711],
       [-5.67809155,  2.84042943,  2.83968711]]), adjusted_posthoc_pvalues=[1.95900960998372e-08, 1.95900960998372e-08])"
ENST00000280285.9,dORF,ATG,ATG,"[3143, 3152]",dORF,"[50.0, 2.0, 2.0]","[100, 2182]",mORF,"[117.0, 117.0, 117.0]","[array([[   61,    13,    20],
       [82794, 82355, 82400]]), array([[    61,     33],
       [ 82794, 164755]])]",3.6783508926019346,ChiSquare,"ChiSquareResult(statistic=40.12560564553742, adjusted_pvalue=3.2447150510735043e-09, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 6.46070695, -3.99930595, -2.47052765],
       [-6.46070695,  3.99930595,  2.47052765]]), adjusted_posthoc_pvalues=[1.7469127214987265e-10, 1.7469127214987265e-10])"
ENST00000286688.6,dORF,ATG,ATG,"[788, 797]",dORF,"[52.0, 4.0, 4.0]","[12, 636]",mORF,"[47.0, 47.0, 47.0]","[array([[  60,   12,   12],
       [2602, 2598, 2548]]), array([[  60,   24],
       [2602, 5146]])]",4.943201676207807,ChiSquare,"ChiSquareResult(statistic=49.496427583707174, adjusted_pvalue=3.5576020976843536e-11, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 7.28346712, -3.72187464, -3.61476881],
       [-7.28346712,  3.72187464,  3.61476881]]), adjusted_posthoc_pvalues=[6.535012341761531e-13, 6.535012341761531e-13])"
ENST00000294064.9,dORF,ATG,ATG,"[2311, 2320]",dORF,"[51.0, 1.0, 1.0]","[128, 1514]",mORF,"[49.0, 49.0, 49.0]","[array([[  52,    2,    1],
       [7578, 7475, 7464]]), array([[   52,     3],
       [ 7578, 14939]])]",34.16618196201869,ChiSquare,"ChiSquareResult(statistic=92.55023655863596, adjusted_pvalue=4.2352078254695824e-20, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 9.53470504, -4.65218756, -4.93264062],
       [-9.53470504,  4.65218756,  4.93264062]]), adjusted_posthoc_pvalues=[8.542135471579225e-21, 8.542135471579225e-21])"
ENST00000296440.11,dORF,ATG,ATG,"[736, 796]",dORF,"[42.0, 2.0, 2.0]","[138, 6546]",mORF,"[3.0, 3.0, 3.0]","[array([[   59,    24,    24],
       [86631, 86582, 86496]]), array([[    59,     48],
       [ 86631, 173078]])]",2.455713382153988,ChiSquare,"ChiSquareResult(statistic=21.301293213115557, adjusted_pvalue=2.8743367154147318e-05, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 4.77776859, -2.39309527, -2.38642363],
       [-4.77776859,  2.39309527,  2.38642363]]), adjusted_posthoc_pvalues=[2.173659490428161e-06, 2.173659490428161e-06])"
ENST00000297625.8,dORF,ATG,ATG,"[4638, 4647]",dORF,"[69.0, 14.0, 20.0]","[169, 2314]",mORF,"[8.0, 8.0, 8.0]","[array([[ 107,   53,   53],
       [9522, 9405, 9380]]), array([[  107,   106],
       [ 9522, 18785]])]",1.9913592855083737,ChiSquare,"ChiSquareResult(statistic=24.612612237862628, adjusted_pvalue=5.790601692956601e-06, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 5.10279135, -2.57642173, -2.55084971],
       [-5.10279135,  2.57642173,  2.55084971]]), adjusted_posthoc_pvalues=[4.30831066593443e-07, 4.30831066593443e-07])"
ENST00000301015.14,dORF,ATG,ATG,"[8076, 8088]",dORF,"[44.0, 2.0, 2.0]","[256, 7822]",mORF,"[14.0, 14.0, 14.0]","[array([[    46,      4,      3],
       [296319, 295079, 295841]]), array([[    46,      7],
       [296319, 590920]])]",13.1047218221489,ChiSquare,"ChiSquareResult(statistic=65.35311781089959, adjusted_pvalue=1.8519176973489082e-14, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 8.24153842, -3.97283052, -4.2748889 ],
       [-8.24153842,  3.97283052,  4.2748889 ]]), adjusted_posthoc_pvalues=[5.014228405613558e-16, 5.014228405613558e-16])"
ENST00000301071.12,dORF,ATG,ATG,"[1667, 1670]",dORF,"[41.0, 0.0, 0.0]","[101, 1457]",mORF,"[44.0595, 49.6115, 51.2589]","[array([[    41,      0,      0],
       [237033, 236388, 236242]]), array([[    41,      1],
       [237033, 472630]])]",81.75128007858316,ChiSquare,"ChiSquareResult(statistic=89.91572591968392, adjusted_pvalue=1.512329026377157e-19, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 9.04113912, -4.52523975, -4.52314452],
       [-9.04113912,  4.52523975,  4.52314452]]), adjusted_posthoc_pvalues=[6.690014746722211e-19, 6.690014746722211e-19])"
ENST00000303538.13,oORF,ATG,ATG,"[2566, 2578]",oORF,"[70.0, 17.0, 17.0]","[495, 4509]",mORF,"[122.0, 167.0, 165.0]","[array([[   101,     48,     41],
       [188502, 187659, 187531]]), array([[   101,     89],
       [188502, 375191]])]",2.2587446374598787,ChiSquare,"ChiSquareResult(statistic=31.62762849623463, adjusted_pvalue=1.9991554640000596e-07, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 5.75953868, -2.34778497, -3.41922047],
       [-5.75953868,  2.34778497,  3.41922047]]), adjusted_posthoc_pvalues=[1.2438089797936003e-08, 1.2438089797936003e-08])"
ENST00000305786.7,dORF,ATG,ATG,"[1258, 1270]",dORF,"[137.0, 105.0, 105.0]","[69, 387]",mORF,"[1257.88, 1025.19, 1019.22]","[array([[  231,   105,   105],
       [50298, 49746, 49325]]), array([[  231,   210],
       [50298, 99071]])]",2.1666366636589363,ChiSquare,"ChiSquareResult(statistic=64.75579588975039, adjusted_pvalue=2.436326087641031e-14, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 8.29712413, -4.22520314, -4.10855449],
       [-8.29712413,  4.22520314,  4.10855449]]), adjusted_posthoc_pvalues=[3.186182880897417e-16, 3.186182880897417e-16])"
