tid,boss,start_codon_x,start_codon_y,ORF_range_x,ORF_type_x,start_rprofile_x,ORF_range_y,ORF_type_y,start_rprofile_y,tab,odds_ratio,statistical test,result
AT2G37630.1,uORF,ATG,ATG,"[150, 201]",uORF,"[93.0, 5.0, 1.0]","[250, 1354]",mORF,"[0.0, 0.0, 0.0]","[array([[203,   7,   3],
       [977, 259,  85]]), array([[203,  10],
       [977, 344]])]",7.1418185722955245,ChiSquare,"ChiSquareResult(statistic=61.64410355257133, adjusted_pvalue=4.123747534390091e-13, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 6.86165099, -5.83811847, -2.92722981],
       [-6.86165099,  5.83811847,  2.92722981]]), adjusted_posthoc_pvalues=[3.378274675821328e-11, 3.378274675821328e-11])"
AT2G40730.1,uORF,ATG,ATG,"[100, 133]",uORF,"[575.0, 7.0, 0.0]","[236, 2633]",mORF,"[2.0, 0.0, 0.0]","[array([[  624,    14,     0],
       [11776,   551,   103]]), array([[  624,    14],
       [11776,   654]])]",2.475229498640841,ChiSquare,"ChiSquareResult(statistic=19.42658692324555, adjusted_pvalue=0.00018983778317380095, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 3.43068068, -2.71125094, -2.30840332],
       [-3.43068068,  2.71125094,  2.30840332]]), adjusted_posthoc_pvalues=[0.0013631696400482273, 0.0013631696400482273])"
AT2G41230.1,dORF,ATG,ATG,"[380, 524]",dORF,"[0.0, 0.0, 0.0]","[72, 339]",mORF,"[1.0, 0.0, 0.0]","[array([[ 41,   0,   0],
       [107,  27,  40]]), array([[ 41,   1],
       [107,  67]])]",25.454779131288028,ChiSquare,"ChiSquareResult(statistic=34.83364549856431, adjusted_pvalue=1.45623449507487e-07, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 4.7889806 , -2.69736359, -3.40288683],
       [-4.7889806 ,  2.69736359,  3.40288683]]), adjusted_posthoc_pvalues=[5.032976894714785e-06, 5.032976894714785e-06])"
AT2G42030.1,uORF,ATG,ATG,"[375, 465]",uORF,"[92.0, 0.0, 0.0]","[654, 1932]",mORF,"[3.0, 0.0, 0.0]","[array([[ 233,    3,    1],
       [1985,  111,   26]]), array([[ 233,    4],
       [1985,  137]])]",4.018826242126817,ChiSquare,"ChiSquareResult(statistic=11.602957778486624, adjusted_pvalue=0.007047228369401698, adjusted_bootstrap_pvalue=0.040866422689844466, adjusted_residuals=array([[ 2.93693321, -2.69962501, -1.10268716],
       [-2.93693321,  2.69962501,  1.10268716]]), adjusted_posthoc_pvalues=[0.006771739456841809, 0.006771739456841809])"
AT3G25660.1,uORF,ATG,ATG,"[145, 157]",uORF,"[467.0, 5.0, 0.0]","[179, 1793]",mORF,"[1.0, 0.0, 0.0]","[array([[ 506,   10,    6],
       [8820,  477,   78]]), array([[ 506,   16],
       [8820,  555]])]",1.9899028419942684,ChiSquare,"ChiSquareResult(statistic=13.987207715993431, adjusted_pvalue=0.0023716003597429765, adjusted_bootstrap_pvalue=0.005432950191570881, adjusted_residuals=array([[ 2.72265509, -3.26126754,  0.76943804],
       [-2.72265509,  3.26126754, -0.76943804]]), adjusted_posthoc_pvalues=[0.012579336019561831, 0.012579336019561831])"
AT3G27390.1,uORF,ATG,ATG,"[229, 244]",uORF,"[87.5116, 0.0, 0.0]","[281, 2048]",mORF,"[7.52788, 4.70493, 0.0]","[array([[  99,    0,    0],
       [8545,  677,   66]]), array([[  99,    1],
       [8545,  744]])]",8.618896205688602,ChiSquare,"ChiSquareResult(statistic=16.417552432600473, adjusted_pvalue=0.0007703506835253611, adjusted_bootstrap_pvalue=0.005432950191570881, adjusted_residuals=array([[ 2.93262769, -2.78872159, -0.84170638],
       [-2.93262769,  2.78872159,  0.84170638]]), adjusted_posthoc_pvalues=[0.006853317401860503, 0.006853317401860503])"
AT3G50920.1,uORF,ATG,ATG,"[30, 219]",uORF,"[0.0, 0.0, 0.0]","[239, 1079]",mORF,"[0.0, 0.0, 0.0]","[array([[ 50,   1,   6],
       [480,  69,  18]]), array([[ 50,   7],
       [480,  87]])]",1.294145994674053,ChiSquare,"ChiSquareResult(statistic=12.752974920181106, adjusted_pvalue=0.004158865922998396, adjusted_bootstrap_pvalue=0.024022265246853827, adjusted_residuals=array([[ 0.61630639, -2.37505432,  2.75124032],
       [-0.61630639,  2.37505432, -2.75124032]]), adjusted_posthoc_pvalues=[0.6101300776845592, 0.6101300776845592])"
AT3G51910.1,uORF,ATG,ATG,"[59, 89]",uORF,"[9.0, 0.0, 0.0]","[153, 972]",mORF,"[0.0, 0.0, 0.0]","[array([[ 12,   4,   0],
       [242,  15, 186]]), array([[ 12,   4],
       [242, 201]])]",2.4872412914637625,ChiSquare,"ChiSquareResult(statistic=22.603428581770515, adjusted_pvalue=4.3292121563236147e-05, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 1.61034116,  4.2638323 , -3.36077641],
       [-1.61034116, -4.2638323 ,  3.36077641]]), adjusted_posthoc_pvalues=[0.16645188405230302, 0.16645188405230302])"
AT3G57062.1,uORF,ATG,ATG,"[56, 86]",uORF,"[0.0, 0.0, 0.0]","[120, 267]",mORF,"[2.88275, 0.0, 0.0]","[array([[ 23,   5,   2],
       [183,  85,   0]]), array([[ 23,   7],
       [183,  86]])]",1.5420202203066171,ChiSquare,"ChiSquareResult(statistic=11.825889898390573, adjusted_pvalue=0.006372745061826428, adjusted_bootstrap_pvalue=0.034738684087727484, adjusted_residuals=array([[ 0.94256754, -1.70259971,  4.24115402],
       [-0.94256754,  1.70259971, -4.24115402]]), adjusted_posthoc_pvalues=[0.44555213170231905, 0.44555213170231905])"
AT4G16765.6,uORF,ATG,ATG,"[121, 253]",uORF,"[0.0, 0.0, 0.0]","[310, 1054]",mORF,"[0.615606, 0.0, 0.0]","[array([[ 60,   0,   1],
       [409,  28,   0]]), array([[ 60,   2],
       [409,  29]])]",2.1246529513651846,ChiSquare,"ChiSquareResult(statistic=11.644401071087652, adjusted_pvalue=0.00692547124689904, adjusted_bootstrap_pvalue=0.02174634858812074, adjusted_residuals=array([[ 1.48959829, -2.03502129,  2.67924407],
       [-1.48959829,  2.03502129, -2.67924407]]), adjusted_posthoc_pvalues=[0.20515623140013375, 0.20515623140013375])"
AT4G18390.1,uORF,ATG,ATG,"[247, 271]",uORF,"[62.0, 0.0, 0.0]","[509, 1607]",mORF,"[0.0, 0.0, 0.0]","[array([[ 71,   0,   0],
       [675,  46,  19]]), array([[ 71,   1],
       [675,  65]])]",6.8286591465898265,ChiSquare,"ChiSquareResult(statistic=12.440045365754305, adjusted_pvalue=0.004797084585184216, adjusted_bootstrap_pvalue=0.03671197411003237, adjusted_residuals=array([[ 2.60382029, -2.1630768 , -1.36627446],
       [-2.60382029,  2.1630768 ,  1.36627446]]), adjusted_posthoc_pvalues=[0.017490227376172833, 0.017490227376172833])"
AT4G18820.1,uORF,ATG,ATG,"[685, 754]",uORF,"[0.0, 0.0, 0.0]","[758, 4052]",mORF,"[4.0, 0.0, 0.0]","[array([[ 278,    2,    1],
       [2292,  116,   22]]), array([[ 278,    3],
       [2292,  138]])]",5.577474680653339,ChiSquare,"ChiSquareResult(statistic=15.856936585230873, adjusted_pvalue=0.000999082184569818, adjusted_bootstrap_pvalue=0.00792389568919638, adjusted_residuals=array([[ 3.29592576, -3.15943939, -0.95080781],
       [-3.29592576,  3.15943939,  0.95080781]]), adjusted_posthoc_pvalues=[0.002146649248343495, 0.002146649248343495])"
AT4G26570.1,uORF,ATG,ATG,"[281, 308]",uORF,"[164.67, 0.0, 0.0]","[323, 1004]",mORF,"[1.9373, 25.1849, 1.9373]","[array([[ 190,    6,    0],
       [3082,  522,   88]]), array([[ 190,    6],
       [3082,  610]])]",6.265937466998433,ChiSquare,"ChiSquareResult(statistic=37.125902245984484, adjusted_pvalue=4.9254464531041325e-08, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 5.0292343 , -4.41138899, -2.18630051],
       [-5.0292343 ,  4.41138899,  2.18630051]]), adjusted_posthoc_pvalues=[1.571698640184847e-06, 1.571698640184847e-06])"
AT4G31040.1,uORF,ATG,ATG,"[165, 213]",uORF,"[19.0, 0.0, 0.0]","[245, 1562]",mORF,"[0.0, 0.0, 0.0]","[array([[  83,    2,    0],
       [1499,  383,  135]]), array([[  83,    2],
       [1499,  518]])]",14.332252396246231,ChiSquare,"ChiSquareResult(statistic=35.97486845524399, adjusted_pvalue=8.495247880797943e-08, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 4.88276241, -3.88421428, -2.46568489],
       [-4.88276241,  3.88421428,  2.46568489]]), adjusted_posthoc_pvalues=[3.2087693633373686e-06, 3.2087693633373686e-06])"
AT5G02480.1,uORF,ATG,ATG,"[636, 687]",uORF,"[1.0, 0.0, 0.0]","[716, 2243]",mORF,"[1.0, 0.0, 0.0]","[array([[ 211,    0,    1],
       [5296,  287,   44]]), array([[ 211,    1],
       [5296,  331]])]",13.185217276124838,ChiSquare,"ChiSquareResult(statistic=22.146551779844486, adjusted_pvalue=5.334754843331342e-05, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 3.33963401, -3.37221247, -0.50709162],
       [-3.33963401,  3.37221247,  0.50709162]]), adjusted_posthoc_pvalues=[0.0018561767554478798, 0.0018561767554478798])"
AT5G05610.2,uORF,ATG,ATG,"[61, 85]",uORF,"[130.0, 0.0, 0.0]","[165, 891]",mORF,"[66.7015, 0.0, 0.0]","[array([[ 145,    0,    0],
       [3849,  236,   20]]), array([[ 145,    0],
       [3849,  257]])]",inf,ChiSquare,"ChiSquareResult(statistic=18.34119994848359, adjusted_pvalue=0.0003141242736904502, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 3.10197175, -2.970908  , -0.84249377],
       [-3.10197175,  2.970908  ,  0.84249377]]), adjusted_posthoc_pvalues=[0.00406505659171138, 0.00406505659171138])"
AT5G10790.1,uORF,ATG,ATG,"[185, 212]",uORF,"[22.0, 0.0, 0.0]","[357, 2031]",mORF,"[0.0, 0.0, 0.0]","[array([[  71,    2,    0],
       [1010,  218,   13]]), array([[  71,    2],
       [1010,  232]])]",8.147641686347475,ChiSquare,"ChiSquareResult(statistic=17.186040173310882, adjusted_pvalue=0.0005390257934880844, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 3.45102925, -3.29739552, -0.87883278],
       [-3.45102925,  3.29739552,  0.87883278]]), adjusted_posthoc_pvalues=[0.0012678876587811504, 0.0012678876587811504])"
AT5G16650.1,uORF,ATG,ATG,"[280, 337]",uORF,"[29.6107, 0.0, 1.91037]","[323, 710]",mORF,"[25.79, 0.0, 16.2381]","[array([[246,  30,   1],
       [818, 149,  57]]), array([[246,  32],
       [818, 206]])]",1.935108315268838,ChiSquare,"ChiSquareResult(statistic=24.687396494547027, adjusted_pvalue=1.6369726465688606e-05, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 3.41454778, -1.59478367, -3.72419725],
       [-3.41454778,  1.59478367,  3.72419725]]), adjusted_posthoc_pvalues=[0.0014412549161755442, 0.0014412549161755442])"
AT5G26622.1,uORF,ATG,ATG,"[149, 320]",uORF,"[1.0, 0.0, 0.0]","[558, 1446]",mORF,"[0.0, 0.0, 0.0]","[array([[47,  3,  4],
       [79, 13, 57]]), array([[47,  7],
       [79, 70]])]",5.902796532698858,ChiSquare,"ChiSquareResult(statistic=23.748051896329134, adjusted_pvalue=2.552589819008e-05, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 4.41369346, -0.74048692, -4.2359487 ],
       [-4.41369346,  0.74048692,  4.2359487 ]]), adjusted_posthoc_pvalues=[2.8254852244437637e-05, 2.8254852244437637e-05])"
AT5G53140.1,uORF,ATG,ATG,"[61, 193]",uORF,"[0.0, 0.0, 0.0]","[446, 1709]",mORF,"[69.9036, 3.99449, 0.0]","[array([[ 418,   15,    0],
       [9188,  424,  198]]), array([[ 418,   16],
       [9188,  623]])]",1.7713486244874672,ChiSquare,"ChiSquareResult(statistic=18.226990368030073, adjusted_pvalue=0.0003305735492781526, adjusted_bootstrap_pvalue=0.00792389568919638, adjusted_residuals=array([[ 2.42538133, -0.86258803, -2.98524965],
       [-2.42538133,  0.86258803,  2.98524965]]), adjusted_posthoc_pvalues=[0.02795423838495695, 0.02795423838495695])"
AT5G56250.1,uORF,ATG,ATG,"[463, 613]",uORF,"[1.19566, 0.0, 0.0]","[537, 2973]",mORF,"[2.69023, 1.19566, 0.0]","[array([[ 38,   1,   5],
       [280,  49,   4]]), array([[ 38,   6],
       [280,  54]])]",1.2208159841808046,ChiSquare,"ChiSquareResult(statistic=16.786111983085174, adjusted_pvalue=0.0006503432449376742, adjusted_bootstrap_pvalue=0.005432950191570881, adjusted_residuals=array([[ 0.3911372 , -2.28691493,  4.15022607],
       [-0.3911372 ,  2.28691493, -4.15022607]]), adjusted_posthoc_pvalues=[0.7540376465622861, 0.7540376465622861])"
AT5G56250.2,uORF,ATG,ATG,"[263, 413]",uORF,"[2.80434, 0.0, 0.0]","[337, 2773]",mORF,"[6.30977, 2.80434, 0.0]","[array([[ 90,   3,  12],
       [657, 117,   9]]), array([[ 90,  16],
       [657, 126]])]",1.0786769269065555,ChiSquare,"ChiSquareResult(statistic=39.05771026878605, adjusted_pvalue=1.978973212716516e-08, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 0.47554054, -3.40150648,  6.50908373],
       [-0.47554054,  3.40150648, -6.50908373]]), adjusted_posthoc_pvalues=[0.6993638053473863, 0.6993638053473863])"
AT5G65630.1,uORF,ATG,ATG,"[1222, 1228]",uORF,"[93.0, 2.0, 2.0]","[1317, 3090]",mORF,"[0.0, 52.0, 0.0]","[array([[  93,    2,    2],
       [2256,  383,  133]]), array([[  93,    4],
       [2256,  516]])]",5.316001342856901,ChiSquare,"ChiSquareResult(statistic=19.024180328911076, adjusted_pvalue=0.0002283916008761806, adjusted_bootstrap_pvalue=0.005432950191570881, adjusted_residuals=array([[ 3.64169147, -3.33856557, -1.25088507],
       [-3.64169147,  3.33856557,  1.25088507]]), adjusted_posthoc_pvalues=[0.0006413364988484947, 0.0006413364988484947])"
AT5G66950.1,uORF,ATG,ATG,"[213, 249]",uORF,"[210.0, 0.0, 0.0]","[538, 3151]",mORF,"[1.0, 0.0, 0.0]","[array([[ 259,    0,    0],
       [5129,  357,   44]]), array([[ 259,    1],
       [5129,  401]])]",20.24563840689592,ChiSquare,"ChiSquareResult(statistic=38.07484159834031, adjusted_pvalue=3.1475157528359826e-08, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 4.49208002, -4.22127182, -1.44102134],
       [-4.49208002,  4.22127182,  1.44102134]]), adjusted_posthoc_pvalues=[1.995695056873549e-05, 1.995695056873549e-05])"
AT1G01060.4,mORF,ATG,ATG,"[196, 247]",uORF,"[3.70813, 5.19138, 0.0]","[380, 2315]",mORF,"[0.40716, 0.0, 0.0]","[array([[ 17,   9,   0],
       [434,  17,   2]]), array([[ 17,   9],
       [434,  20]])]",0.08810522169079231,ChiSquare,"ChiSquareResult(statistic=23.716531829043024, adjusted_pvalue=2.585504909948988e-05, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[-6.43000785,  6.75461534, -0.3395167 ],
       [ 6.43000785, -6.75461534,  0.3395167 ]]), adjusted_posthoc_pvalues=[5.604120944686337e-10, 5.604120944686337e-10])"
AT1G01430.1,mORF,ATG,ATG,"[185, 236]",uORF,"[0.0, 0.0, 0.0]","[287, 1658]",mORF,"[28.0, 6.0, 0.0]","[array([[   38,     8,     4],
       [14633,   713,    96]]), array([[   38,    12],
       [14633,   809]])]",0.17511467374847786,ChiSquare,"ChiSquareResult(statistic=23.364488706796664, adjusted_pvalue=3.0392412026080297e-05, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[-5.91215788,  3.81473246,  6.50429774],
       [ 5.91215788, -3.81473246, -6.50429774]]), adjusted_posthoc_pvalues=[1.3071607197818937e-08, 1.3071607197818937e-08])"
AT1G01440.1,mORF,ATG,ATG,"[366, 396]",uORF,"[0.0, 0.0, 0.0]","[528, 2523]",mORF,"[0.0, 0.0, 0.0]","[array([[  58,   13,    0],
       [2270,  157,   10]]), array([[  58,   13],
       [2270,  167]])]",0.32845414194969447,ChiSquare,"ChiSquareResult(statistic=11.464695624841578, adjusted_pvalue=0.007491823448427542, adjusted_bootstrap_pvalue=0.04491402714932127, adjusted_residuals=array([[-3.68697655,  3.92133252, -0.54084019],
       [ 3.68697655, -3.92133252,  0.54084019]]), adjusted_posthoc_pvalues=[0.000541218031767615, 0.000541218031767615])"
AT1G01820.1,mORF,ATG,ATG,"[228, 333]",uORF,"[2.0, 0.0, 0.0]","[342, 1050]",mORF,"[16.0, 2.0, 0.0]","[array([[  99,   31,   17],
       [4767,  159,   38]]), array([[  99,   48],
       [4767,  197]])]",0.08534489281152126,ChiSquare,"ChiSquareResult(statistic=128.81896620228886, adjusted_pvalue=3.0201125876138986e-27, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[-16.04373554,  11.29593074,  12.50635492],
       [ 16.04373554, -11.29593074, -12.50635492]]), adjusted_posthoc_pvalues=[2.637218126946412e-56, 2.637218126946412e-56])"
AT1G01970.1,mORF,ATG,ATG,"[90, 135]",uORF,"[12.0, 6.0, 0.0]","[297, 1527]",mORF,"[7.0, 3.0, 0.0]","[array([[  25,    9,    7],
       [3472,  146,   42]]), array([[  25,   16],
       [3472,  188]])]",0.0847580078403339,ChiSquare,"ChiSquareResult(statistic=45.02248257196502, adjusted_pvalue=1.1628888116706968e-09, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[-9.45523245,  5.70972354,  8.87207499],
       [ 9.45523245, -5.70972354, -8.87207499]]), adjusted_posthoc_pvalues=[3.0295454363483027e-20, 3.0295454363483027e-20])"
AT1G01970.1,mORF,ATG,ATG,"[211, 244]",uORF,"[2.0, 0.0, 0.0]","[297, 1527]",mORF,"[7.0, 3.0, 0.0]","[array([[ 106,   67,   10],
       [3472,  146,   42]]), array([[ 106,   77],
       [3472,  188]])]",0.07466429524035133,ChiSquare,"ChiSquareResult(statistic=200.3756034296259, adjusted_pvalue=1.645325724401916e-42, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[-19.24658938,  18.82267775,   4.93285918],
       [ 19.24658938, -18.82267775,  -4.93285918]]), adjusted_posthoc_pvalues=[9.593071904747508e-81, 9.593071904747508e-81])"
AT1G02170.1,mORF,ATG,ATG,"[97, 196]",uORF,"[0.0, 0.0, 0.0]","[219, 1323]",mORF,"[4.0, 0.0, 0.0]","[array([[  21,    5,   10],
       [3503,  210,   40]]), array([[  21,   15],
       [3503,  250]])]",0.10005895078532821,ChiSquare,"ChiSquareResult(statistic=52.34473653440878, adjusted_pvalue=3.5043854280257546e-11, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ -8.19588985,   2.14060791,  13.97802836],
       [  8.19588985,  -2.14060791, -13.97802836]]), adjusted_posthoc_pvalues=[1.7027953456586869e-15, 1.7027953456586869e-15])"
AT1G02780.1,mORF,ATG,ATG,"[855, 945]",dORF,"[0.0, 0.0, 0.0]","[143, 788]",mORF,"[343.0, 25.0, 2.0]","[array([[     7,      4,      0],
       [132943,   3765,    876]]), array([[     7,      4],
       [132943,   4642]])]",0.061109627192797604,ChiSquare,"ChiSquareResult(statistic=14.843956346461807, adjusted_pvalue=0.0015929687453426274, adjusted_bootstrap_pvalue=0.005432950191570881, adjusted_residuals=array([[-6.05804516,  6.83263266, -0.26549193],
       [ 6.05804516, -6.83263266,  0.26549193]]), adjusted_posthoc_pvalues=[5.541576231615083e-09, 5.541576231615083e-09])"
