chr13	39037785	39037938	ENST00000625998.2__138-291	0	-	39037785	39037938	0	1	153,	0,	chr13	39037785	39037938	c13riboseqorf20	0	-	39037785	39037938	0	1	153,	0,	153
chr13	102799221	102799323	ENST00000651949.1__103-205	0	+	102799221	102799323	0	1	102,	0,	chr13	102799221	102799323	c13riboseqorf53	0	+	102799221	102799323	0	1	102,	0,	102
chr15	31326994	31327057	ENST00000307145.4__160-223	0	+	31326994	31327057	0	1	63,	0,	chr15	31326994	31327057	c15riboseqorf6	0	+	31326994	31327057	0	1	63,	0,	63
chr15	22838747	22838861	ENST00000337451.8__82-196	0	+	22838747	22838861	0	2	37,77,	0,37,	chr15	22838747	22838861	c15riboseqorf1	0	+	22838747	22838861	0	1	114,	0,	114
chr15	90875625	90875691	ENST00000681804.1__44-110	0	+	90875625	90875691	0	2	23,43,	0,23,	chr15	90875625	90875691	c15riboseqorf90	0	+	90875625	90875691	0	1	66,	0,	66
chr16	70399009	70399213	ENST00000342907.3__472-676	0	-	70399009	70399213	0	1	204,	0,	chr16	70399009	70399213	c16riboseqorf110	0	-	70399009	70399213	0	1	204,	0,	204
chr16	84116750	84116810	ENST00000343411.8__132-192	0	-	84116750	84116810	0	1	60,	0,	chr16	84116750	84116810	c16riboseqorf128	0	-	84116750	84116810	0	1	60,	0,	60
chr16	2496041	2496092	ENST00000643767.1__58-109	0	+	2496041	2496092	0	1	51,	0,	chr16	2496041	2496092	c16riboseqorf10	0	+	2496041	2496092	0	1	51,	0,	51
chr17	75979280	75979424	ENST00000590676.1__13-157	0	+	75979280	75979424	0	1	144,	0,	chr17	75979280	75979424	c17riboseqorf152	0	+	75979280	75979424	0	1	144,	0,	144
chr17	42824188	42824248	ENST00000591085.1__39-99	0	-	42824188	42824248	0	2	4,56,	0,4,	chr17	42824188	42824248	c17riboseqorf92	0	-	42824188	42824248	0	1	60,	0,	60
chr19	34300213	34300282	ENST00000299505.8__596-665	0	+	34300213	34300282	0	1	69,	0,	chr19	34300213	34300282	c19riboseqorf71	0	+	34300213	34300282	0	1	69,	0,	69
chr19	40799195	40800370	ENST00000303961.9__5-104	0	+	40799195	40800370	0	3	37,30,32,	0,37,1143,	chr19	40799195	40800370	c19riboseqorf114	0	+	40799195	40800370	0	2	67,32,	0,1143,	99
chr19	18155663	18155714	ENST00000426902.5__42-93	0	+	18155663	18155714	0	1	51,	0,	chr19	18155663	18155714	c19riboseqorf45	0	+	18155663	18155714	0	1	51,	0,	51
chr19	36235728	36235818	ENST00000443387.3__307-397	0	+	36235728	36235818	0	2	48,42,	0,48,	chr19	36235728	36235818	c19riboseqorf80	0	+	36235728	36235818	0	1	90,	0,	90
chr19	36236346	36236418	ENST00000443387.3__925-997	0	+	36236346	36236418	0	2	70,2,	0,70,	chr19	36236346	36236418	c19riboseqorf83	0	+	36236346	36236418	0	1	72,	0,	72
chr19	50376775	50377598	ENST00000599105.5__161-224	0	+	50376775	50377598	0	8	51,5,1,1,1,1,2,1,	0,811,816,817,818,819,820,822,	chr19	50376775	50377598	c19riboseqorf145	0	+	50376775	50377598	0	2	51,12,	0,811,	63
chr2	32277912	32277981	ENST00000238831.9__9-78	0	+	32277912	32277981	0	1	69,	0,	chr2	32277912	32277981	c2riboseqorf19	0	+	32277912	32277981	0	1	69,	0,	69
chr2	152335327	152335408	ENST00000288670.14__154-235	0	+	152335327	152335408	0	2	33,48,	0,33,	chr2	152335327	152335408	c2riboseqorf106	0	+	152335327	152335408	0	1	81,	0,	81
chr2	135602512	135602566	ENST00000409606.5__83-137	0	+	135602512	135602566	0	2	48,6,	0,48,	chr2	135602512	135602566	c2riboseqorf96	0	+	135602512	135602566	0	1	54,	0,	54
chr2	25878394	25878448	ENST00000435504.9__39-93	0	-	25878394	25878448	0	2	6,48,	0,6,	chr2	25878394	25878448	c2riboseqorf11	0	-	25878394	25878448	0	1	54,	0,	54
chr2	96208543	96208630	ENST00000443962.1__195-282	0	-	96208543	96208630	0	1	87,	0,	chr2	96208543	96208630	c2riboseqorf66	0	-	96208543	96208630	0	1	87,	0,	87
chr20	45934707	45937464	ENST00000372409.8__25-169	0	+	45934707	45937464	0	2	97,47,	0,2710,	chr20	45934707	45937464	c20riboseqorf47	0	+	45934707	45937464	0	2	97,47,	0,2710,	144
chr3	119498631	119498691	ENST00000264244.7__80-140	0	+	119498631	119498691	0	1	60,	0,	chr3	119498631	119498691	c3riboseqorf118	0	+	119498631	119498691	0	1	60,	0,	60
chr3	119498631	119498691	ENST00000494664.6__85-145	0	+	119498631	119498691	0	1	60,	0,	chr3	119498631	119498691	c3riboseqorf118	0	+	119498631	119498691	0	1	60,	0,	60
chr4	30720630	30720687	ENST00000695921.1__262-319	0	+	30720630	30720687	0	2	10,47,	0,10,	chr4	30720630	30720687	c4riboseqorf23	0	+	30720630	30720687	0	1	57,	0,	57
chr5	180071926	180071989	ENST00000261947.4__112-175	0	-	180071926	180071989	0	2	10,53,	0,10,	chr5	180071926	180071989	c5riboseqorf134	0	-	180071926	180071989	0	1	63,	0,	63
chr5	177303815	177303869	ENST00000303204.9__17-71	0	+	177303815	177303869	0	1	54,	0,	chr5	177303815	177303869	c5riboseqorf128	0	+	177303815	177303869	0	1	54,	0,	54
chr5	1344934	1345018	ENST00000320895.10__81-165	0	-	1344934	1345018	0	1	84,	0,	chr5	1344934	1345018	c5riboseqorf4	0	-	1344934	1345018	0	1	84,	0,	84
chr5	71455686	71455749	ENST00000358731.9__36-99	0	+	71455686	71455749	0	2	58,5,	0,58,	chr5	71455686	71455749	c5riboseqorf40	0	+	71455686	71455749	0	1	63,	0,	63
chr5	138543096	138543204	ENST00000360541.10__32-140	0	-	138543096	138543204	0	2	8,100,	0,8,	chr5	138543096	138543204	c5riboseqorf96	0	-	138543096	138543204	0	1	108,	0,	108
chr5	177454875	177455034	ENST00000507881.5__265-424	0	+	177454875	177455034	0	1	159,	0,	chr5	177454875	177455034	c5riboseqorf131	0	+	177454875	177455034	0	1	159,	0,	159
chr5	57175916	57175979	ENST00000514387.6__632-695	0	+	57175916	57175979	0	2	20,43,	0,20,	chr5	57175916	57175979	c5norep53	0	+	57175916	57175979	0	1	63,	0,	63
chr5	176361647	176361710	ENST00000620366.4__97-160	0	-	176361647	176361710	0	1	63,	0,	chr5	176361647	176361710	c5riboseqorf127	0	-	176361647	176361710	0	1	63,	0,	63
chr5	95550583	95550643	ENST00000698492.1__70-130	0	-	95550583	95550643	0	2	9,51,	0,9,	chr5	95550583	95550643	c5norep90	0	-	95550583	95550643	0	1	60,	0,	60
chr6	11093983	11094046	ENST00000716083.1__150-213	0	+	11093983	11094046	0	2	33,30,	0,33,	chr6	11093983	11094046	c6norep27	0	+	11093983	11094046	0	1	63,	0,	63
chr7	112790312	112790372	ENST00000312814.11__21-81	0	-	112790312	112790372	0	1	60,	0,	chr7	112790312	112790372	c7riboseqorf115	0	-	112790312	112790372	0	1	60,	0,	60
chr7	72890719	72890970	ENST00000395270.5__614-686	0	+	72890719	72890970	0	3	33,1,38,	0,33,213,	chr7	72890719	72890970	c7riboseqorf59	0	+	72890719	72890970	0	2	34,38,	0,213,	72
chr8	70608258	70608336	ENST00000262213.7__80-158	0	-	70608258	70608336	0	1	78,	0,	chr8	70608258	70608336	c8riboseqorf62	0	-	70608258	70608336	0	1	78,	0,	78
chr8	23449986	23457608	ENST00000358689.9__39-102	0	-	23449986	23457608	0	2	11,52,	0,7570,	chr8	23449986	23457608	c8riboseqorf29	0	-	23449986	23457608	0	2	11,52,	0,7570,	63
chr9	91410775	91410826	ENST00000297689.4__273-324	0	-	91410775	91410826	0	2	41,10,	0,41,	chr9	91410775	91410826	c9riboseqorf53	0	-	91410775	91410826	0	1	51,	0,	51
chr9	12775212	12775266	ENST00000319264.4__193-247	0	+	12775212	12775266	0	1	54,	0,	chr9	12775212	12775266	c9norep10	0	+	12775212	12775266	0	1	54,	0,	54
chrX	154379382	154379442	ENST00000369842.9__88-148	0	+	154379382	154379442	0	2	10,50,	0,10,	chrX	154379382	154379442	cXriboseqorf72	0	+	154379382	154379442	0	1	60,	0,	60
chr12	120498214	120498268	ENST00000242577.11__384-438	0	+	120498214	120498268	0	1	54,	0,	chr12	120498214	120498268	c12norep190	0	+	120498214	120498268	0	1	54,	0,	54
chr17	21198076	21198145	ENST00000317635.6__766-835	0	-	21198076	21198145	0	2	4,65,	0,4,	chr17	21198076	21198145	c17norep64	0	-	21198076	21198145	0	1	69,	0,	69
chr17	41691180	41691258	ENST00000469257.2__850-928	0	+	41691180	41691258	0	1	78,	0,	chr17	41691180	41691258	c17riboseqorf86	0	+	41691180	41691258	0	1	78,	0,	78
chr2	74471997	74472096	ENST00000258105.8__381-480	0	-	74471997	74472096	0	1	99,	0,	chr2	74471997	74472096	c2norep94	0	-	74471997	74472096	0	1	99,	0,	99
